entity_id,model_id,feature_set,fold,race,sex,age_cat,label_value,score
6759,LR_8_features,8,8,African-American,Male,25 - 45,1,1
6760,LR_8_features,8,8,African-American,Male,25 - 45,0,0
6771,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
6774,LR_8_features,8,8,Hispanic,Male,25 - 45,0,0
6781,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
6800,LR_8_features,8,8,African-American,Male,Less than 25,0,1
6801,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
6811,LR_8_features,8,8,African-American,Male,Less than 25,1,1
6828,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
6830,LR_8_features,8,8,Caucasian,Female,Less than 25,1,1
6855,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
6858,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
6870,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
6886,LR_8_features,8,8,African-American,Male,Greater than 45,1,1
6901,LR_8_features,8,8,African-American,Female,Less than 25,0,0
6920,LR_8_features,8,8,African-American,Male,25 - 45,0,1
6939,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
6943,LR_8_features,8,8,African-American,Female,Less than 25,1,1
6944,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
6957,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7022,LR_8_features,8,8,African-American,Male,25 - 45,1,0
7024,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
7051,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
7077,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7100,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7120,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
7158,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
7163,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7176,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
7184,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7197,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
7210,LR_8_features,8,8,African-American,Male,25 - 45,0,0
7225,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7226,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
7247,LR_8_features,8,8,African-American,Female,Less than 25,1,0
7259,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
7276,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
7285,LR_8_features,8,8,African-American,Male,Less than 25,1,1
7298,LR_8_features,8,8,African-American,Female,25 - 45,0,0
7302,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7310,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
7319,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
7322,LR_8_features,8,8,Other,Male,Less than 25,1,0
7348,LR_8_features,8,8,African-American,Male,25 - 45,0,0
7370,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
7383,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
7387,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
7412,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
7422,LR_8_features,8,8,African-American,Male,Less than 25,0,1
7426,LR_8_features,8,8,African-American,Male,25 - 45,0,1
7429,LR_8_features,8,8,Caucasian,Male,Less than 25,1,0
7435,LR_8_features,8,8,African-American,Female,25 - 45,0,0
7459,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7479,LR_8_features,8,8,Caucasian,Male,Less than 25,0,0
7502,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
7524,LR_8_features,8,8,Hispanic,Female,25 - 45,0,0
7530,LR_8_features,8,8,African-American,Female,25 - 45,0,1
7540,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7541,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
7570,LR_8_features,8,8,African-American,Male,25 - 45,0,0
7586,LR_8_features,8,8,Other,Male,25 - 45,0,0
7634,LR_8_features,8,8,African-American,Male,25 - 45,0,0
7675,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
7685,LR_8_features,8,8,Other,Female,25 - 45,0,0
7703,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7704,LR_8_features,8,8,African-American,Male,25 - 45,0,0
7707,LR_8_features,8,8,Hispanic,Male,Less than 25,1,0
7712,LR_8_features,8,8,African-American,Male,Less than 25,0,0
7723,LR_8_features,8,8,Hispanic,Male,Less than 25,0,0
7725,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
7737,LR_8_features,8,8,Caucasian,Male,Less than 25,0,0
7738,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
7741,LR_8_features,8,8,African-American,Male,Less than 25,1,1
7756,LR_8_features,8,8,Other,Male,25 - 45,1,1
7794,LR_8_features,8,8,Caucasian,Female,Less than 25,0,0
7851,LR_8_features,8,8,Hispanic,Male,25 - 45,0,0
7856,LR_8_features,8,8,Caucasian,Female,Less than 25,1,0
7902,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
7903,LR_8_features,8,8,African-American,Female,Greater than 45,0,0
7904,LR_8_features,8,8,African-American,Female,25 - 45,0,0
7962,LR_8_features,8,8,African-American,Female,25 - 45,0,0
7966,LR_8_features,8,8,African-American,Male,25 - 45,1,1
7969,LR_8_features,8,8,Hispanic,Male,Less than 25,0,0
7986,LR_8_features,8,8,African-American,Female,Less than 25,1,0
8003,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
8007,LR_8_features,8,8,African-American,Male,25 - 45,0,1
8026,LR_8_features,8,8,African-American,Male,25 - 45,1,0
8032,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
8094,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
8097,LR_8_features,8,8,African-American,Male,25 - 45,1,1
8110,LR_8_features,8,8,Caucasian,Female,Less than 25,0,0
8118,LR_8_features,8,8,African-American,Male,25 - 45,0,0
8133,LR_8_features,8,8,African-American,Male,25 - 45,1,0
8136,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
8141,LR_8_features,8,8,Caucasian,Male,Less than 25,0,0
8142,LR_8_features,8,8,African-American,Male,Less than 25,1,1
8145,LR_8_features,8,8,African-American,Male,Less than 25,1,0
8195,LR_8_features,8,8,African-American,Male,25 - 45,0,1
8196,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
8215,LR_8_features,8,8,Asian,Male,Greater than 45,0,0
8232,LR_8_features,8,8,African-American,Female,25 - 45,1,1
8245,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
8264,LR_8_features,8,8,African-American,Male,25 - 45,1,0
8294,LR_8_features,8,8,Caucasian,Female,Greater than 45,0,0
8325,LR_8_features,8,8,African-American,Male,Less than 25,1,1
8340,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
8359,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
8373,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
8380,LR_8_features,8,8,Caucasian,Female,25 - 45,1,0
8396,LR_8_features,8,8,African-American,Male,25 - 45,1,1
8408,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
8437,LR_8_features,8,8,African-American,Male,25 - 45,0,1
8440,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
8453,LR_8_features,8,8,Hispanic,Male,Less than 25,1,0
8461,LR_8_features,8,8,Hispanic,Male,Less than 25,1,1
8484,LR_8_features,8,8,Caucasian,Male,Less than 25,1,0
8526,LR_8_features,8,8,African-American,Female,25 - 45,0,0
8642,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
8668,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
8674,LR_8_features,8,8,African-American,Male,25 - 45,0,0
8702,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
8748,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
8794,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
8798,LR_8_features,8,8,Hispanic,Male,25 - 45,0,0
8814,LR_8_features,8,8,African-American,Female,25 - 45,0,0
8847,LR_8_features,8,8,African-American,Female,25 - 45,1,0
8859,LR_8_features,8,8,African-American,Female,25 - 45,1,0
8873,LR_8_features,8,8,African-American,Male,25 - 45,1,1
8890,LR_8_features,8,8,African-American,Male,25 - 45,0,0
8908,LR_8_features,8,8,African-American,Male,25 - 45,0,0
8926,LR_8_features,8,8,African-American,Male,Less than 25,1,1
8940,LR_8_features,8,8,Other,Male,Greater than 45,0,0
8942,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
8945,LR_8_features,8,8,African-American,Male,Less than 25,0,1
8976,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
8996,LR_8_features,8,8,African-American,Male,Less than 25,0,1
9028,LR_8_features,8,8,African-American,Male,25 - 45,0,0
9033,LR_8_features,8,8,Other,Male,Less than 25,0,0
9056,LR_8_features,8,8,African-American,Male,Greater than 45,1,0
9061,LR_8_features,8,8,African-American,Male,Less than 25,1,1
9064,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9115,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
9133,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
9147,LR_8_features,8,8,Other,Male,25 - 45,1,0
9150,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
9157,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9180,LR_8_features,8,8,African-American,Male,Less than 25,0,1
9210,LR_8_features,8,8,Hispanic,Male,Less than 25,1,1
9212,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
9216,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
9226,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
9241,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
9268,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
9277,LR_8_features,8,8,African-American,Female,25 - 45,0,0
9297,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
9298,LR_8_features,8,8,Hispanic,Male,25 - 45,0,0
9303,LR_8_features,8,8,African-American,Male,25 - 45,0,0
9324,LR_8_features,8,8,Caucasian,Female,25 - 45,1,0
9326,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
9335,LR_8_features,8,8,African-American,Male,Greater than 45,1,0
9344,LR_8_features,8,8,African-American,Male,Greater than 45,1,0
9378,LR_8_features,8,8,Caucasian,Female,25 - 45,1,0
9405,LR_8_features,8,8,African-American,Female,25 - 45,1,1
9439,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9441,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9452,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9518,LR_8_features,8,8,Caucasian,Female,25 - 45,0,0
9532,LR_8_features,8,8,African-American,Male,Less than 25,1,1
9547,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
9548,LR_8_features,8,8,Caucasian,Female,Greater than 45,0,0
9560,LR_8_features,8,8,Caucasian,Female,Less than 25,1,1
9581,LR_8_features,8,8,African-American,Female,Less than 25,0,0
9597,LR_8_features,8,8,Caucasian,Male,Less than 25,0,0
9600,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
9608,LR_8_features,8,8,Caucasian,Female,Less than 25,0,0
9613,LR_8_features,8,8,Caucasian,Male,Greater than 45,1,0
9632,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
9654,LR_8_features,8,8,African-American,Male,Greater than 45,1,0
9659,LR_8_features,8,8,African-American,Male,25 - 45,0,0
9731,LR_8_features,8,8,African-American,Female,Less than 25,0,0
9750,LR_8_features,8,8,African-American,Male,Less than 25,0,0
9755,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9759,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
9790,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9817,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9822,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
9830,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
9905,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
9933,LR_8_features,8,8,African-American,Male,25 - 45,1,1
9940,LR_8_features,8,8,African-American,Female,25 - 45,1,1
9945,LR_8_features,8,8,Caucasian,Male,Less than 25,1,0
9960,LR_8_features,8,8,African-American,Female,25 - 45,0,0
10022,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10025,LR_8_features,8,8,African-American,Male,Less than 25,1,1
10066,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
10091,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10095,LR_8_features,8,8,African-American,Male,25 - 45,0,1
10118,LR_8_features,8,8,Hispanic,Male,Greater than 45,0,0
10127,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
10181,LR_8_features,8,8,African-American,Male,25 - 45,0,0
10188,LR_8_features,8,8,Caucasian,Male,25 - 45,1,0
10194,LR_8_features,8,8,African-American,Male,Less than 25,1,1
10196,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
10218,LR_8_features,8,8,African-American,Male,Less than 25,1,0
10226,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10234,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10261,LR_8_features,8,8,African-American,Male,25 - 45,0,1
10300,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
10355,LR_8_features,8,8,Other,Male,25 - 45,0,1
10357,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
10408,LR_8_features,8,8,Hispanic,Male,25 - 45,0,0
10412,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
10424,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
10439,LR_8_features,8,8,African-American,Male,Less than 25,0,1
10451,LR_8_features,8,8,African-American,Female,25 - 45,1,1
10493,LR_8_features,8,8,Other,Male,Greater than 45,0,0
10502,LR_8_features,8,8,Caucasian,Male,25 - 45,0,0
10520,LR_8_features,8,8,African-American,Female,Less than 25,1,0
10523,LR_8_features,8,8,Other,Male,25 - 45,1,1
10530,LR_8_features,8,8,African-American,Female,25 - 45,0,0
10555,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10558,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10571,LR_8_features,8,8,Caucasian,Male,Less than 25,1,1
10584,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
10594,LR_8_features,8,8,Hispanic,Female,25 - 45,0,0
10614,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10623,LR_8_features,8,8,Other,Male,Greater than 45,1,1
10636,LR_8_features,8,8,Caucasian,Male,Less than 25,0,0
10671,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10677,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10735,LR_8_features,8,8,African-American,Male,Greater than 45,0,0
10750,LR_8_features,8,8,Caucasian,Female,Greater than 45,0,0
10779,LR_8_features,8,8,Caucasian,Male,Greater than 45,0,0
10799,LR_8_features,8,8,African-American,Female,Less than 25,1,0
10803,LR_8_features,8,8,Caucasian,Male,25 - 45,0,1
10807,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
10837,LR_8_features,8,8,African-American,Male,Greater than 45,0,1
10854,LR_8_features,8,8,Other,Male,25 - 45,0,0
10863,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10921,LR_8_features,8,8,African-American,Male,25 - 45,0,1
10925,LR_8_features,8,8,Caucasian,Male,25 - 45,1,1
10930,LR_8_features,8,8,African-American,Male,25 - 45,1,1
10936,LR_8_features,8,8,African-American,Male,Less than 25,1,1
10951,LR_8_features,8,8,Hispanic,Male,Less than 25,0,0
10956,LR_8_features,8,8,Caucasian,Female,Greater than 45,0,0
10969,LR_8_features,8,8,African-American,Male,Less than 25,1,1
10992,LR_8_features,8,8,Caucasian,Male,Less than 25,1,0
10,LR_8_features,8,9,Caucasian,Female,25 - 45,0,0
15,LR_8_features,8,9,African-American,Male,Less than 25,1,1
72,LR_8_features,8,9,Other,Female,25 - 45,0,0
137,LR_8_features,8,9,African-American,Male,25 - 45,1,1
148,LR_8_features,8,9,Caucasian,Female,Greater than 45,0,0
154,LR_8_features,8,9,Caucasian,Female,25 - 45,1,0
216,LR_8_features,8,9,Caucasian,Male,Greater than 45,1,0
224,LR_8_features,8,9,African-American,Male,25 - 45,1,1
232,LR_8_features,8,9,Caucasian,Female,25 - 45,0,0
243,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
246,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
248,LR_8_features,8,9,African-American,Male,Less than 25,0,1
260,LR_8_features,8,9,African-American,Male,Greater than 45,0,0
264,LR_8_features,8,9,Hispanic,Male,25 - 45,1,1
275,LR_8_features,8,9,African-American,Male,Less than 25,1,1
288,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
301,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
302,LR_8_features,8,9,African-American,Female,25 - 45,1,1
308,LR_8_features,8,9,African-American,Male,25 - 45,0,0
332,LR_8_features,8,9,African-American,Female,25 - 45,0,0
345,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
358,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
359,LR_8_features,8,9,African-American,Male,25 - 45,0,1
389,LR_8_features,8,9,Other,Male,25 - 45,0,0
400,LR_8_features,8,9,African-American,Female,Less than 25,1,0
402,LR_8_features,8,9,African-American,Female,Greater than 45,0,0
406,LR_8_features,8,9,African-American,Male,25 - 45,1,1
423,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
431,LR_8_features,8,9,Hispanic,Male,25 - 45,1,0
441,LR_8_features,8,9,Other,Male,Less than 25,0,0
468,LR_8_features,8,9,African-American,Male,25 - 45,0,0
499,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
505,LR_8_features,8,9,African-American,Male,25 - 45,0,0
510,LR_8_features,8,9,Hispanic,Male,Greater than 45,0,0
602,LR_8_features,8,9,African-American,Male,25 - 45,1,1
637,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
641,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
645,LR_8_features,8,9,African-American,Male,Less than 25,0,1
653,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
681,LR_8_features,8,9,Caucasian,Male,Less than 25,0,0
688,LR_8_features,8,9,African-American,Male,25 - 45,1,1
693,LR_8_features,8,9,Caucasian,Male,Greater than 45,1,0
745,LR_8_features,8,9,Caucasian,Female,25 - 45,0,0
769,LR_8_features,8,9,Caucasian,Male,25 - 45,0,1
789,LR_8_features,8,9,African-American,Male,25 - 45,0,0
815,LR_8_features,8,9,Caucasian,Male,Less than 25,1,0
837,LR_8_features,8,9,Caucasian,Male,Greater than 45,1,0
849,LR_8_features,8,9,African-American,Male,25 - 45,1,0
951,LR_8_features,8,9,African-American,Male,25 - 45,0,0
959,LR_8_features,8,9,African-American,Male,Less than 25,1,1
967,LR_8_features,8,9,African-American,Male,25 - 45,1,1
996,LR_8_features,8,9,African-American,Male,Less than 25,1,1
1005,LR_8_features,8,9,African-American,Male,Greater than 45,1,0
1044,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1051,LR_8_features,8,9,African-American,Male,25 - 45,1,0
1058,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1150,LR_8_features,8,9,African-American,Female,Greater than 45,1,1
1170,LR_8_features,8,9,Other,Male,25 - 45,1,0
1177,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
1220,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1221,LR_8_features,8,9,Other,Male,25 - 45,0,0
1225,LR_8_features,8,9,African-American,Male,Less than 25,1,1
1241,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
1257,LR_8_features,8,9,African-American,Male,Less than 25,1,1
1314,LR_8_features,8,9,African-American,Male,25 - 45,1,1
1331,LR_8_features,8,9,African-American,Male,Less than 25,1,1
1352,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
1353,LR_8_features,8,9,Caucasian,Male,Greater than 45,1,0
1384,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
1393,LR_8_features,8,9,African-American,Male,Greater than 45,1,0
1396,LR_8_features,8,9,African-American,Male,25 - 45,1,1
1411,LR_8_features,8,9,Hispanic,Female,Greater than 45,0,0
1418,LR_8_features,8,9,Hispanic,Male,Greater than 45,0,0
1445,LR_8_features,8,9,African-American,Male,25 - 45,1,1
1446,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
1474,LR_8_features,8,9,African-American,Female,Less than 25,0,0
1516,LR_8_features,8,9,Hispanic,Male,Greater than 45,1,1
1531,LR_8_features,8,9,Hispanic,Male,Less than 25,1,1
1533,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1557,LR_8_features,8,9,African-American,Female,Greater than 45,0,0
1611,LR_8_features,8,9,African-American,Male,Greater than 45,0,0
1613,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1637,LR_8_features,8,9,African-American,Male,25 - 45,0,0
1652,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
1692,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
1718,LR_8_features,8,9,African-American,Male,25 - 45,1,1
1727,LR_8_features,8,9,African-American,Female,Greater than 45,0,0
1729,LR_8_features,8,9,African-American,Male,25 - 45,1,0
1771,LR_8_features,8,9,Hispanic,Male,Less than 25,1,0
1783,LR_8_features,8,9,Hispanic,Male,Less than 25,0,0
1800,LR_8_features,8,9,African-American,Male,Greater than 45,0,0
1801,LR_8_features,8,9,African-American,Female,Less than 25,0,0
1816,LR_8_features,8,9,Caucasian,Female,25 - 45,1,1
1822,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
1888,LR_8_features,8,9,African-American,Male,25 - 45,0,1
1908,LR_8_features,8,9,Caucasian,Male,Less than 25,1,0
1923,LR_8_features,8,9,Caucasian,Male,25 - 45,1,1
1939,LR_8_features,8,9,Caucasian,Male,Less than 25,1,0
1943,LR_8_features,8,9,African-American,Male,Less than 25,1,0
1955,LR_8_features,8,9,Hispanic,Male,Greater than 45,0,0
1976,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
2002,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,1
2006,LR_8_features,8,9,African-American,Male,Less than 25,1,1
2035,LR_8_features,8,9,African-American,Male,25 - 45,1,0
2098,LR_8_features,8,9,Caucasian,Female,Greater than 45,0,0
2129,LR_8_features,8,9,African-American,Male,Less than 25,0,1
2138,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2140,LR_8_features,8,9,Caucasian,Female,Greater than 45,0,0
2171,LR_8_features,8,9,African-American,Male,Less than 25,0,1
2178,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2186,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
2209,LR_8_features,8,9,Hispanic,Male,25 - 45,1,1
2217,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
2223,LR_8_features,8,9,Other,Male,Greater than 45,0,0
2233,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
2240,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2247,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2259,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2283,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2328,LR_8_features,8,9,Asian,Male,Less than 25,0,0
2372,LR_8_features,8,9,African-American,Male,Greater than 45,0,0
2385,LR_8_features,8,9,African-American,Female,Less than 25,1,1
2390,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2400,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2408,LR_8_features,8,9,Caucasian,Female,Greater than 45,0,0
2412,LR_8_features,8,9,Caucasian,Male,25 - 45,0,1
2451,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
2464,LR_8_features,8,9,African-American,Male,Greater than 45,0,1
2476,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2477,LR_8_features,8,9,Caucasian,Male,25 - 45,1,1
2478,LR_8_features,8,9,African-American,Male,25 - 45,0,0
2526,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
2530,LR_8_features,8,9,African-American,Male,Less than 25,1,1
2536,LR_8_features,8,9,African-American,Male,Greater than 45,0,1
2541,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
2592,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
2594,LR_8_features,8,9,African-American,Male,Greater than 45,0,0
2613,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
2619,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2630,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2658,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
2682,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2687,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
2698,LR_8_features,8,9,Caucasian,Female,Greater than 45,1,0
2713,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
2721,LR_8_features,8,9,Other,Male,25 - 45,1,1
2746,LR_8_features,8,9,Caucasian,Male,Greater than 45,1,0
2786,LR_8_features,8,9,African-American,Male,25 - 45,0,0
2790,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
2814,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
2819,LR_8_features,8,9,African-American,Male,Less than 25,1,0
2856,LR_8_features,8,9,African-American,Male,25 - 45,0,1
2923,LR_8_features,8,9,Other,Male,25 - 45,0,0
2930,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2933,LR_8_features,8,9,African-American,Male,25 - 45,1,1
2937,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
2962,LR_8_features,8,9,African-American,Male,25 - 45,0,0
2963,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
2965,LR_8_features,8,9,Hispanic,Male,25 - 45,0,0
2979,LR_8_features,8,9,African-American,Male,25 - 45,0,1
3022,LR_8_features,8,9,African-American,Male,25 - 45,0,0
3035,LR_8_features,8,9,Caucasian,Male,25 - 45,0,1
3067,LR_8_features,8,9,African-American,Male,25 - 45,1,1
3068,LR_8_features,8,9,African-American,Male,25 - 45,0,1
3085,LR_8_features,8,9,African-American,Male,Less than 25,0,1
3094,LR_8_features,8,9,African-American,Male,25 - 45,1,1
3131,LR_8_features,8,9,Hispanic,Male,25 - 45,1,1
3153,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
3165,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
3178,LR_8_features,8,9,Caucasian,Male,Less than 25,1,1
3190,LR_8_features,8,9,African-American,Male,Less than 25,0,0
3203,LR_8_features,8,9,Caucasian,Female,Less than 25,0,0
3227,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
3230,LR_8_features,8,9,African-American,Female,Greater than 45,0,0
3242,LR_8_features,8,9,African-American,Male,Less than 25,0,1
3246,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
3247,LR_8_features,8,9,Caucasian,Male,25 - 45,0,0
3260,LR_8_features,8,9,African-American,Male,Greater than 45,1,1
3273,LR_8_features,8,9,African-American,Male,Less than 25,1,1
3304,LR_8_features,8,9,African-American,Male,25 - 45,0,0
3312,LR_8_features,8,9,Caucasian,Male,Greater than 45,0,0
3350,LR_8_features,8,9,African-American,Male,25 - 45,0,0
3358,LR_8_features,8,9,African-American,Male,25 - 45,0,0
3359,LR_8_features,8,9,African-American,Male,25 - 45,1,1
3371,LR_8_features,8,9,African-American,Male,Less than 25,0,1
3401,LR_8_features,8,9,African-American,Male,Greater than 45,1,0
3484,LR_8_features,8,9,African-American,Male,Greater than 45,1,1
3528,LR_8_features,8,9,African-American,Female,Less than 25,0,0
3531,LR_8_features,8,9,Caucasian,Female,25 - 45,0,0
3536,LR_8_features,8,9,Caucasian,Male,25 - 45,1,0
