sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,57,0,0,1,0,13,0
1,22,0,0,0,0,75,1
1,24,0,0,7,0,17,1
1,20,0,0,0,0,267,0
1,60,0,0,13,0,259,0
0,22,0,0,2,0,2,0
1,72,0,0,7,0,294,0
1,33,0,0,3,0,267,1
1,24,0,0,1,0,55,1
1,60,0,0,0,0,26,0
1,24,0,0,3,0,17,1
1,30,0,0,1,1,35,0
0,43,0,0,0,1,35,0
1,45,0,0,1,1,35,0
1,31,0,0,1,1,117,0
1,40,0,0,0,1,35,0
1,50,0,0,1,0,363,0
1,41,0,0,7,0,363,0
1,34,0,0,5,0,236,1
0,28,0,0,0,0,267,0
1,23,0,0,2,0,191,1
1,21,0,0,1,0,49,1
0,22,0,1,2,1,35,1
1,29,0,0,6,0,267,1
0,30,0,0,0,1,35,0
1,45,0,0,3,1,35,1
0,24,0,0,2,0,152,0
1,31,0,0,4,0,143,1
1,56,0,0,0,1,35,0
1,24,0,4,14,0,154,1
1,38,0,0,11,0,140,0
1,51,0,0,22,0,363,1
1,22,0,0,0,0,2,0
1,28,0,0,5,1,363,0
1,47,0,0,19,0,267,1
1,51,0,0,0,1,355,1
1,25,0,0,1,1,35,0
1,30,0,0,0,0,158,0
1,33,0,0,0,0,267,1
1,35,0,0,5,0,8,1
0,33,0,0,0,0,191,0
0,33,0,0,1,0,363,0
1,27,0,0,2,0,363,1
0,29,0,0,9,0,209,1
1,24,0,0,3,0,10,1
1,43,0,0,5,0,229,0
1,37,0,0,11,1,35,1
1,53,0,0,13,0,230,0
1,26,0,0,4,0,236,1
0,30,0,0,1,1,205,0
1,27,0,0,6,0,124,1
1,39,0,0,9,0,267,1
1,37,0,0,4,1,17,1
1,22,0,0,3,1,35,1
1,25,0,0,0,0,259,0
0,28,0,0,0,1,83,0
1,25,0,0,0,1,35,1
1,58,0,0,1,0,363,0
0,29,0,0,1,1,117,1
1,33,0,0,8,0,10,0
1,38,0,0,0,0,363,0
1,38,0,0,2,0,259,0
1,59,0,0,22,0,147,1
1,53,0,0,0,1,35,1
1,33,0,0,2,0,5,1
1,58,0,0,1,1,35,0
1,53,0,0,2,0,126,0
1,32,0,0,0,1,204,1
1,35,0,0,6,0,353,1
1,39,0,0,1,0,363,0
0,42,0,0,5,1,363,1
1,37,0,0,0,1,336,0
1,39,0,0,0,0,150,0
0,52,0,0,3,1,117,0
1,42,0,0,4,0,49,1
1,23,0,0,6,0,267,1
0,42,0,0,0,1,87,1
1,28,0,0,5,0,267,0
1,38,0,0,12,0,159,0
0,43,0,0,2,0,158,1
1,42,0,0,0,0,142,0
0,25,0,0,0,1,35,0
1,32,0,0,7,0,154,1
1,21,0,0,0,0,287,1
0,35,0,0,1,1,35,0
1,37,0,0,0,0,49,0
0,33,0,0,2,0,130,0
0,51,0,0,4,0,363,0
1,39,0,0,3,0,271,0
1,40,0,0,3,0,142,0
1,32,0,0,17,0,267,1
1,32,0,0,3,0,236,1
1,32,0,0,10,0,146,1
1,47,0,0,5,1,355,1
0,23,0,0,0,1,219,0
1,63,0,0,10,0,70,1
1,38,0,1,16,0,230,1
1,32,0,0,6,1,35,1
1,31,0,0,4,0,320,1
1,23,0,0,0,0,101,0
0,47,0,0,0,1,35,0
1,33,0,0,1,0,363,1
1,22,0,0,1,0,154,0
1,40,0,0,0,1,35,1
1,36,10,0,14,0,49,1
0,65,0,0,0,1,88,0
0,22,0,0,0,1,35,0
0,26,0,0,4,0,251,1
1,52,0,0,2,0,158,1
1,34,0,0,5,0,1,0
1,33,0,0,1,1,35,1
1,21,0,1,1,0,62,0
1,46,0,0,9,0,206,0
1,57,0,0,1,1,88,0
1,22,0,0,2,0,267,1
0,48,0,0,1,1,117,1
1,40,0,0,21,0,141,0
0,30,0,0,1,0,363,0
1,21,0,1,4,1,35,1
0,39,0,2,22,0,267,1
0,33,0,0,0,1,239,1
1,24,0,0,0,0,11,0
1,43,0,0,0,0,68,1
0,45,0,0,0,1,35,0
1,51,0,0,3,0,91,0
1,31,0,0,9,1,35,1
1,27,0,0,0,1,35,0
1,32,0,0,1,0,363,0
1,49,0,0,0,1,88,0
1,29,0,0,2,0,158,0
1,23,0,1,2,0,17,1
1,30,0,0,0,1,88,0
1,34,0,0,13,0,251,1
1,33,0,0,4,0,146,0
1,28,0,0,1,1,35,0
1,29,0,0,1,0,314,0
1,38,0,0,0,1,86,0
1,37,0,0,0,0,142,0
0,33,0,0,0,1,88,1
1,51,1,0,19,0,147,0
1,65,0,0,7,1,239,0
0,32,0,0,1,1,35,0
1,38,0,0,5,0,158,1
1,35,0,0,1,0,212,0
1,57,0,0,1,0,5,0
1,26,0,0,1,0,363,0
0,36,2,0,4,1,35,1
1,35,0,0,3,0,267,1
1,33,0,0,0,0,154,0
1,47,0,0,0,1,35,0
1,35,0,0,1,1,23,1
0,36,0,0,1,0,267,1
0,25,0,0,0,1,35,0
1,51,0,0,6,0,267,1
1,24,0,0,8,0,154,1
1,32,0,0,0,0,247,1
1,43,0,0,8,0,147,1
1,45,1,0,20,1,363,0
1,42,0,0,10,1,116,1
1,22,0,0,1,0,158,1
1,49,0,0,4,0,267,0
1,42,0,0,0,0,259,1
1,40,0,0,0,1,204,1
1,25,0,1,2,0,11,1
1,25,0,0,0,1,355,1
1,23,0,0,0,0,142,0
1,21,0,0,2,0,146,1
1,31,0,0,3,1,35,0
0,28,0,0,0,1,35,0
1,24,0,0,11,0,158,1
1,45,0,0,0,0,27,0
1,23,0,0,2,1,35,1
1,39,0,0,7,0,17,1
1,24,0,1,1,0,158,0
1,46,0,0,1,0,363,0
1,47,0,0,3,0,287,0
1,22,0,0,1,1,239,1
0,34,0,0,0,1,35,0
1,33,0,0,0,1,117,1
1,29,0,0,16,0,150,1
1,29,0,0,0,1,35,0
0,25,0,0,2,1,342,1
1,34,0,0,16,0,142,1
0,55,0,0,1,0,206,0
1,27,0,0,0,0,17,1
1,26,0,0,0,1,363,0
1,39,2,2,19,0,118,1
1,24,0,0,1,0,268,0
1,29,0,0,0,1,35,0
1,50,0,0,13,0,158,1
1,31,0,0,4,0,363,1
1,26,1,0,2,0,266,0
1,54,0,0,2,0,363,0
1,33,0,0,14,0,267,1
1,22,0,0,0,1,35,1
1,35,0,1,8,0,118,0
1,25,0,0,0,0,146,0
1,25,0,0,0,0,97,0
1,44,0,0,0,0,260,1
0,29,0,0,2,0,353,1
1,46,0,0,2,0,363,1
1,53,0,0,0,1,35,0
1,24,0,0,2,0,118,1
0,52,0,0,2,0,267,1
1,27,0,0,0,1,35,1
1,41,0,0,0,0,142,0
0,21,0,0,0,0,158,1
1,24,0,0,1,0,252,0
1,23,0,0,0,1,35,0
1,42,0,0,0,0,118,0
1,24,5,0,5,0,49,1
1,26,0,0,4,0,154,1
1,50,0,0,9,0,55,1
0,32,0,0,3,1,41,0
1,40,0,0,13,0,363,0
1,27,0,0,2,0,170,0
1,23,0,0,0,0,251,1
1,37,0,0,22,1,363,1
1,32,0,0,1,1,86,1
1,52,0,0,4,1,358,1
1,29,0,0,2,0,142,0
1,49,0,0,0,1,220,0
1,50,0,0,0,0,176,0
1,26,0,0,2,0,1,1
0,34,0,0,0,0,223,1
0,28,0,0,1,0,363,0
1,30,0,0,0,0,146,1
1,24,0,0,3,0,49,1
1,25,0,0,0,1,35,1
1,25,0,0,4,1,35,1
1,45,0,0,2,0,267,0
1,26,0,0,1,0,223,1
1,40,0,0,2,1,363,0
1,21,0,0,1,0,363,1
1,55,0,0,0,1,35,0
1,22,0,0,1,0,363,1
0,23,0,0,1,0,363,0
1,57,0,0,9,0,267,1
1,33,0,0,0,1,61,1
1,32,0,0,2,0,11,0
1,47,0,0,3,0,363,0
1,51,0,0,6,1,355,1
1,22,0,1,1,0,52,0
1,47,0,0,2,0,94,0
1,28,0,0,1,0,267,1
1,28,0,0,5,0,158,0
0,44,0,0,1,1,35,1
1,25,0,0,0,0,142,1
1,34,0,0,4,1,35,0
1,65,0,0,0,1,88,0
1,33,0,0,5,0,118,1
0,23,0,0,0,1,35,0
0,44,0,0,0,1,35,0
1,24,0,0,1,1,35,0
1,51,0,0,1,1,35,0
0,21,0,0,0,0,41,1
1,39,0,0,6,0,363,0
1,24,0,0,1,0,10,0
0,23,0,0,0,0,247,1
1,31,0,0,11,0,223,1
0,35,0,0,0,1,205,0
0,39,0,0,4,0,10,0
1,51,0,0,0,1,117,0
1,22,0,0,1,0,363,0
1,29,0,0,2,0,363,0
1,32,0,0,6,0,30,1
1,33,0,0,3,1,35,1
1,58,0,0,5,0,158,1
1,33,0,0,2,0,296,1
1,48,0,0,10,0,158,0
1,23,0,0,0,1,35,0
1,23,0,0,2,0,158,1
1,29,0,0,0,1,35,1
1,48,0,0,2,0,363,0
1,37,0,0,4,1,35,1
1,50,0,0,3,0,142,0
1,19,0,0,3,0,50,1
1,49,2,0,13,0,118,0
1,58,0,0,2,0,287,0
1,31,0,0,6,0,267,0
1,23,0,0,1,1,35,0
0,23,0,0,0,0,10,1
1,31,0,0,17,0,275,1
1,57,0,0,6,0,158,0
0,31,0,0,0,1,35,0
1,57,0,0,19,0,267,0
1,57,0,0,12,1,84,0
1,29,0,0,6,1,35,1
1,30,0,0,0,1,35,1
1,45,0,0,11,0,143,0
1,42,0,0,0,0,320,0
1,29,0,2,12,0,320,1
0,28,0,0,0,0,118,0
1,25,0,0,1,1,35,1
0,34,0,0,3,1,35,0
1,27,0,0,0,0,320,0
1,39,0,0,4,0,6,0
1,27,0,0,4,0,363,1
1,30,0,0,7,0,94,1
1,31,3,0,15,1,35,1
1,20,0,0,1,1,17,1
1,26,0,0,2,0,10,1
1,34,0,0,0,0,151,1
1,27,0,0,0,1,35,0
1,29,0,0,4,0,146,0
1,27,0,0,7,0,118,0
0,24,0,0,0,0,353,0
1,29,0,0,0,0,118,1
1,20,0,0,0,0,64,0
0,23,0,0,0,0,267,0
0,48,0,0,0,1,88,0
1,34,0,0,0,1,117,1
1,46,0,0,1,1,35,1
0,41,0,0,3,0,118,0
1,26,0,0,3,0,98,1
1,37,0,0,11,0,146,1
0,22,0,0,2,0,363,0
1,32,0,0,7,0,146,0
1,44,0,0,0,1,87,0
1,60,0,0,3,1,84,0
1,49,0,0,0,0,267,0
1,30,0,0,10,1,35,1
1,52,0,0,0,0,185,0
1,34,0,0,0,0,229,0
1,55,0,0,5,0,143,1
1,33,0,0,0,1,288,0
1,22,0,0,0,0,266,1
0,27,0,0,0,1,23,0
1,20,0,0,0,0,353,1
1,33,0,0,0,0,45,0
1,26,0,0,0,1,35,0
1,29,0,0,0,1,92,0
1,32,0,0,1,1,117,0
1,37,0,0,4,1,35,0
1,31,0,0,15,0,363,0
1,29,0,0,6,0,118,1
1,31,0,0,6,0,363,0
0,36,0,0,2,0,5,0
0,37,0,0,1,0,57,0
1,34,0,0,5,1,204,1
1,20,0,0,1,1,23,1
1,24,0,0,8,0,147,1
1,29,0,1,8,1,35,1
0,45,0,0,1,0,118,0
1,34,0,0,2,0,363,1
1,70,0,0,0,1,117,0
1,23,1,0,4,0,363,0
1,27,0,0,5,1,116,0
1,44,0,0,6,0,158,1
1,26,0,0,0,1,35,0
0,23,0,0,2,1,35,0
1,27,0,0,3,0,363,1
0,46,0,0,1,0,140,0
0,27,1,0,1,0,363,0
1,45,0,0,7,0,141,0
1,42,0,0,1,1,363,0
0,24,0,1,3,1,35,1
1,20,1,1,2,0,363,1
1,49,0,0,3,0,267,0
0,52,0,0,1,0,41,0
1,26,0,0,1,1,35,0
1,53,0,0,15,0,146,1
1,38,0,0,0,1,123,1
1,25,0,0,1,0,267,0
1,21,1,0,1,0,49,1
1,48,0,0,0,1,35,0
1,22,0,0,0,0,52,1
1,38,0,0,2,1,35,0
0,44,0,0,0,1,112,1
1,64,0,0,0,1,201,0
1,38,0,0,5,1,148,1
1,49,0,0,1,0,158,0
1,51,0,0,3,0,363,0
1,50,0,0,0,0,267,0
1,33,0,2,2,1,355,0
0,54,0,0,0,1,35,0
1,42,0,0,17,1,363,1
1,34,0,0,3,0,118,0
1,38,0,0,2,0,70,1
1,21,0,0,1,0,43,1
1,33,0,0,5,0,146,0
1,32,0,0,9,1,363,1
1,45,0,0,1,1,35,0
1,30,0,0,1,0,259,1
0,29,0,0,0,0,2,0
0,51,0,0,0,1,35,1
0,28,0,0,0,0,10,0
1,27,0,0,1,0,266,0
0,30,0,0,0,0,160,0
1,32,0,0,0,1,35,0
1,27,0,0,5,0,158,0
1,21,0,0,0,0,55,0
0,34,0,0,0,0,319,1
1,24,0,0,7,0,72,1
1,32,0,0,0,1,116,0
0,38,0,0,5,0,363,1
1,56,0,0,3,1,363,0
0,44,0,0,0,1,35,0
1,31,0,0,1,1,92,1
0,25,0,0,6,0,363,0
0,20,0,0,0,1,35,0
1,35,0,0,1,1,35,0
1,33,0,0,1,0,2,1
1,24,0,0,0,1,35,0
1,27,0,0,9,0,223,1
1,38,0,0,9,0,158,1
1,20,0,0,0,0,155,1
1,30,0,0,9,0,118,1
1,36,0,0,9,0,363,1
1,23,0,0,2,1,355,1
1,39,0,0,21,0,118,1
1,29,0,0,3,0,206,1
1,58,0,0,2,1,355,1
1,23,0,0,3,1,204,1
0,68,0,0,5,0,267,0
0,26,0,0,2,1,35,0
1,51,0,0,0,0,267,1
1,25,0,0,0,1,35,0
1,40,0,0,5,0,146,1
1,51,0,0,14,0,363,0
1,27,0,0,2,1,281,1
1,49,0,0,11,1,358,1
1,20,0,0,0,0,51,0
1,21,0,0,2,0,267,1
0,31,0,0,0,0,2,0
1,57,0,0,0,1,35,0
0,61,0,0,8,0,287,1
1,54,0,0,3,0,363,1
1,39,0,0,0,0,267,0
1,24,0,1,1,0,267,0
1,48,0,0,8,0,267,1
1,30,0,0,6,1,288,1
1,26,0,1,10,0,267,1
1,37,0,0,12,0,206,1
1,26,0,0,4,0,52,1
1,29,0,0,7,1,204,1
1,26,0,0,1,1,357,1
1,60,0,0,2,0,267,0
1,27,0,0,2,0,234,1
1,22,0,0,1,0,212,0
1,28,0,0,3,0,363,0
1,33,0,0,13,0,62,1
1,28,0,0,2,0,363,0
1,55,0,0,0,1,35,1
1,21,0,1,6,0,56,1
0,29,0,0,6,0,267,1
1,24,0,0,2,1,336,1
1,50,0,0,12,0,267,1
1,24,0,0,1,1,35,1
1,47,0,0,1,0,363,0
1,54,0,0,6,0,17,0
0,42,0,0,0,1,35,0
1,35,0,0,5,0,80,0
1,30,0,0,0,0,118,1
1,53,0,0,1,0,94,0
0,31,0,0,2,1,122,0
1,31,0,0,0,0,206,1
1,47,0,0,9,0,143,0
1,24,0,1,9,1,201,1
0,22,0,1,2,0,5,0
0,30,0,0,2,0,158,0
0,43,0,0,22,1,331,1
1,50,0,0,0,1,35,0
0,42,0,0,3,0,136,0
0,29,0,0,1,0,158,1
1,25,0,0,5,0,363,1
1,36,0,0,4,0,5,0
1,24,0,0,1,1,182,1
1,28,0,0,5,0,118,0
1,31,0,0,0,1,35,1
1,23,0,0,0,0,11,0
1,29,0,0,4,1,355,1
1,51,0,0,11,1,205,1
1,34,0,0,1,0,206,0
1,29,0,0,12,0,118,1
1,39,0,1,13,0,267,1
1,59,0,0,15,1,363,1
1,23,0,0,3,0,154,1
1,31,0,0,15,0,146,0
1,53,0,0,0,1,288,0
1,34,0,0,12,0,338,0
0,63,0,0,1,0,266,0
0,21,0,0,0,0,251,1
1,47,0,0,28,0,70,1
1,34,0,0,7,0,267,1
1,58,0,0,4,0,147,1
1,36,3,0,16,0,363,1
0,23,0,0,0,1,35,0
1,34,0,0,5,0,247,1
1,56,0,0,13,0,363,0
0,52,0,0,0,0,5,0
1,56,0,0,0,0,132,0
0,37,0,0,0,1,122,0
0,50,0,0,0,1,35,0
1,25,0,0,1,0,158,1
1,22,0,0,0,0,267,1
0,43,0,0,0,1,35,1
1,30,0,0,1,1,35,0
1,24,0,0,0,0,206,0
1,29,0,0,7,1,35,1
0,24,0,0,0,0,259,0
0,74,0,0,0,0,147,0
1,27,0,0,8,1,363,1
1,29,0,0,5,0,118,0
0,35,0,0,5,0,191,0
1,29,0,0,1,1,35,1
1,36,0,0,1,0,363,0
1,26,0,0,2,0,62,0
0,26,0,0,1,0,363,0
0,39,0,1,11,0,147,1
1,22,0,1,3,0,158,1
1,28,0,0,0,0,158,0
1,51,0,0,1,0,251,1
0,23,0,0,0,1,35,0
1,29,1,2,6,0,73,1
1,24,0,0,1,1,363,1
0,33,0,0,5,0,10,0
1,21,1,0,1,0,363,1
1,59,0,0,3,1,35,0
1,26,0,0,4,0,319,1
1,21,0,0,1,0,194,1
1,52,0,0,0,1,35,1
1,56,0,0,12,0,267,1
1,40,0,0,1,1,88,0
0,48,0,0,8,1,143,1
0,26,0,0,0,0,158,0
1,66,0,0,1,0,363,1
0,54,0,0,6,0,147,0
1,31,0,0,4,1,35,1
1,34,0,0,0,0,158,0
1,25,0,0,9,0,363,1
1,47,0,0,2,0,267,0
1,51,0,0,12,0,146,1
1,25,0,0,1,0,363,0
0,31,0,0,2,0,10,1
1,36,0,0,1,0,363,0
1,49,0,0,0,1,117,0
1,31,0,0,0,0,158,0
1,30,0,0,1,0,353,0
1,29,1,0,3,0,27,1
0,53,0,0,6,0,267,1
1,21,0,1,1,0,27,1
1,21,0,0,0,0,287,0
0,27,0,0,1,0,153,1
0,65,0,0,0,0,158,0
0,59,0,0,0,1,117,0
1,59,0,0,0,1,88,0
1,24,0,0,0,1,35,0
1,40,0,0,0,0,14,0
1,51,0,0,0,0,75,1
1,34,1,0,10,0,251,1
1,52,0,0,1,0,320,0
1,38,0,0,2,0,5,1
0,22,0,0,0,0,232,0
1,43,0,0,0,0,206,0
1,32,0,0,5,0,267,1
1,55,0,0,0,0,130,0
1,26,0,0,2,0,56,0
1,23,0,0,1,1,88,0
1,28,0,0,1,1,116,1
1,26,0,0,0,0,140,0
0,28,0,0,1,1,35,1
1,43,0,0,0,0,353,1
1,33,0,0,21,1,357,1
1,21,0,0,0,1,55,0
0,32,0,0,0,1,35,0
1,22,0,0,1,0,320,1
1,51,0,0,3,0,267,0
1,20,0,0,2,0,287,1
1,35,0,0,2,0,252,0
0,37,0,0,3,0,363,0
1,28,0,0,0,1,316,1
1,41,0,0,3,1,35,1
1,24,0,0,0,1,35,1
0,33,0,0,3,1,35,0
0,30,0,0,4,0,363,0
1,20,0,0,1,0,56,1
0,42,0,0,1,0,363,0
0,40,0,0,15,0,363,1
1,39,0,0,0,0,228,1
1,21,0,0,0,0,154,0
1,39,0,0,2,0,212,1
1,24,0,0,0,0,266,0
1,41,0,0,0,0,118,0
1,39,0,0,1,0,266,0
0,24,0,0,3,0,158,0
0,24,0,0,1,0,158,0
1,29,0,0,0,1,112,1
1,25,0,0,2,1,281,1
0,23,0,0,0,0,158,1
1,22,0,0,1,0,236,1
1,26,0,3,3,1,201,1
0,24,0,0,3,1,203,1
1,44,0,0,0,1,355,0
1,36,0,0,1,0,363,1
1,39,0,0,10,0,158,1
1,42,0,0,0,0,272,0
1,45,0,0,1,1,88,0
1,25,0,1,7,0,287,1
1,33,0,0,0,0,158,0
1,25,0,0,0,1,87,0
1,32,0,1,5,0,363,0
1,23,0,0,0,0,103,0
1,39,0,0,0,1,35,0
1,27,0,0,12,0,156,1
0,35,0,0,4,1,35,0
0,38,0,0,0,1,35,0
1,30,0,0,4,0,363,0
1,30,0,0,1,0,56,0
0,30,0,0,0,1,35,0
1,26,1,1,18,0,154,1
1,31,0,0,2,0,158,0
0,25,0,0,0,1,35,0
0,26,0,0,1,0,267,0
1,38,0,0,2,0,267,1
0,37,0,0,0,1,35,0
1,34,0,0,3,1,358,0
0,31,0,0,0,1,35,0
0,29,0,0,0,1,88,0
1,20,1,0,1,0,363,1
1,22,0,0,0,0,158,0
1,24,0,0,2,1,35,1
1,47,0,0,0,0,223,1
0,36,0,0,1,0,118,1
1,21,0,0,1,1,288,0
1,25,0,1,3,1,35,1
1,23,0,0,5,0,158,1
0,24,0,0,0,1,239,0
1,35,0,0,2,0,363,1
0,19,0,0,0,1,76,1
1,32,0,0,0,0,154,1
0,39,0,0,0,1,182,1
1,30,4,0,12,0,267,1
1,33,0,0,2,0,318,0
0,36,0,0,0,1,35,0
1,29,0,1,8,0,223,1
0,40,0,0,0,0,267,0
1,53,0,0,4,0,267,0
0,28,0,0,0,1,23,0
1,27,0,1,9,0,267,1
1,55,0,0,0,0,42,0
1,22,1,0,1,1,35,0
0,34,0,0,1,0,158,0
1,55,0,0,1,1,35,0
0,47,0,1,21,1,35,1
1,61,0,0,12,0,143,0
1,57,0,0,3,0,11,0
0,38,0,0,2,1,35,0
1,25,4,0,13,0,363,1
1,23,0,0,0,0,150,1
1,23,0,0,3,0,5,0
1,20,0,0,0,0,103,0
1,44,0,0,1,0,267,0
0,38,0,0,1,1,88,0
1,56,0,0,5,0,176,1
1,43,0,0,2,0,74,1
1,22,0,0,0,0,50,1
1,29,0,0,0,0,118,0
1,22,0,0,1,0,294,1
1,23,0,0,3,0,154,1
1,24,0,0,1,0,274,0
1,21,0,1,2,0,266,0
0,29,0,0,0,1,35,0
0,51,0,0,0,1,171,1
1,25,0,0,1,0,236,0
1,62,0,0,22,0,267,1
1,25,0,0,0,0,206,1
1,27,0,0,2,0,158,0
0,22,0,0,3,0,158,1
1,21,0,0,0,0,136,1
0,39,0,0,2,0,257,1
1,43,0,0,8,0,75,1
1,22,0,0,0,1,35,1
0,28,0,0,4,0,363,0
1,43,0,0,0,0,158,1
1,27,0,0,7,0,270,1
1,31,0,0,1,0,158,1
0,28,0,0,0,1,35,0
1,58,0,0,3,1,84,0
1,22,0,0,0,0,161,1
1,31,0,0,5,0,79,0
1,33,0,0,0,0,51,0
1,26,0,0,6,1,316,1
0,23,0,1,1,1,35,0
1,32,0,0,11,0,143,0
1,22,0,0,0,0,101,0
0,35,0,0,2,0,6,0
1,47,0,0,1,0,49,1
1,29,0,0,17,0,155,1
0,54,0,0,1,1,204,0
1,29,0,0,0,0,14,0
1,51,0,0,17,0,267,1
0,36,0,0,0,1,363,0
1,35,0,0,3,1,363,1
1,20,0,0,1,0,363,1
1,25,0,0,0,0,236,0
1,29,0,0,2,1,125,0
1,39,0,0,0,1,23,0
1,30,0,0,1,0,55,1
0,23,0,0,0,0,270,0
0,23,0,0,1,0,363,0
1,30,0,0,21,0,118,1
1,33,0,0,18,0,158,1
1,30,0,1,9,0,75,1
1,23,0,0,1,0,158,0
0,27,0,0,0,0,190,1
1,38,0,1,10,1,238,0
1,42,0,0,1,0,363,0
1,31,0,0,0,0,158,0
1,23,0,0,2,0,52,1
1,31,0,0,1,0,267,1
1,43,0,0,1,1,35,1
1,39,0,0,0,0,10,0
1,31,0,0,0,1,11,0
1,22,0,0,3,0,49,1
0,33,0,0,0,0,10,0
1,23,0,0,1,0,17,1
0,29,0,0,0,0,66,0
1,62,0,0,2,0,308,0
0,56,0,0,1,0,267,1
0,24,0,0,4,0,160,1
0,44,0,0,0,1,35,0
1,22,0,1,2,0,363,1
0,28,0,0,4,0,267,1
1,30,0,0,0,0,62,0
1,32,0,0,1,1,41,1
1,51,0,0,3,0,154,0
1,21,0,0,0,0,49,0
1,21,0,0,2,0,267,1
1,27,0,0,3,0,62,1
0,31,0,0,0,0,5,0
1,33,0,0,0,1,35,1
0,49,0,0,2,0,267,0
1,20,0,0,0,1,35,0
1,31,0,0,10,0,267,1
1,25,0,0,5,0,363,1
1,23,0,1,4,0,363,1
1,26,0,0,0,1,35,0
1,28,0,0,1,1,35,0
0,28,0,0,13,0,17,1
1,39,0,0,0,0,287,1
1,52,0,0,4,1,35,0
1,30,0,0,2,0,105,1
0,21,0,0,0,1,35,1
1,25,0,0,2,1,316,1
1,22,0,0,0,0,158,0
1,61,0,0,20,1,316,1
1,24,0,0,2,0,266,0
0,26,0,0,2,0,158,1
0,34,0,0,6,0,363,0
1,45,1,0,12,1,312,1
1,54,0,0,4,0,267,1
1,51,0,0,8,1,67,0
1,28,0,0,0,0,206,0
1,23,0,0,0,0,228,0
1,30,0,0,0,0,17,1
1,25,0,0,0,1,201,1
1,25,0,0,2,0,206,0
1,28,0,0,2,0,267,0
0,32,0,0,0,1,35,1
1,35,0,0,7,0,363,0
1,49,0,0,0,1,35,1
1,36,0,0,5,0,267,1
1,33,0,0,16,1,316,1
0,58,0,0,1,1,88,0
1,22,0,0,2,0,142,0
1,28,0,0,2,0,275,1
1,26,0,1,6,0,223,1
0,36,0,0,3,0,174,1
1,23,0,0,0,0,103,0
1,22,0,0,0,0,56,1
1,26,0,0,0,0,363,0
1,25,0,0,1,0,351,0
1,28,0,0,0,1,356,1
1,56,0,0,1,0,118,0
1,36,0,0,0,0,167,0
1,51,0,0,0,1,35,0
0,35,2,0,9,0,363,0
1,24,0,0,0,1,116,1
1,27,0,0,6,1,35,1
1,22,0,1,2,0,215,1
0,23,0,0,4,1,35,1
0,27,0,0,0,1,117,1
1,31,0,0,8,0,118,1
1,25,0,0,3,0,236,0
0,52,0,0,0,1,35,0
0,24,0,0,0,0,270,0
1,38,0,0,2,0,363,0
1,20,0,0,3,0,56,1
1,34,0,0,2,0,266,0
1,25,0,0,11,1,35,1
0,24,0,0,0,0,191,0
1,49,0,0,4,1,40,1
1,27,0,0,15,0,17,1
1,28,0,0,10,0,267,1
1,55,0,0,0,0,267,0
1,47,0,0,3,1,35,1
1,55,0,0,10,1,35,1
1,22,0,0,0,0,247,1
1,32,0,0,9,0,52,0
1,55,0,0,0,0,118,0
1,23,0,0,3,1,35,0
1,54,0,0,2,0,363,1
1,27,0,0,0,1,35,1
0,29,0,0,5,0,142,0
0,45,0,0,0,1,35,0
1,40,0,0,4,0,319,1
1,38,0,0,7,0,363,1
1,26,0,0,3,0,56,1
0,37,0,0,0,0,79,0
1,41,0,0,1,0,103,0
1,57,0,0,1,0,363,0
1,34,0,0,3,1,363,0
1,29,0,0,1,0,236,1
1,22,0,0,1,0,13,0
0,22,0,0,0,1,239,1
1,21,0,0,0,1,35,0
1,56,0,0,1,1,35,0
1,48,0,0,4,0,118,0
1,27,0,0,2,0,52,1
1,23,0,0,5,0,134,1
1,47,0,0,3,0,363,1
1,33,0,1,6,1,363,1
1,58,0,0,1,0,267,0
0,33,0,0,1,0,128,0
0,40,0,0,2,1,316,0
1,22,0,0,0,0,267,0
1,39,0,0,2,0,363,0
1,35,0,0,1,0,266,0
1,43,0,0,7,0,70,1
1,26,0,0,2,0,267,1
0,39,0,0,1,0,363,0
1,36,0,0,16,1,35,1
1,21,0,0,0,1,125,1
1,53,0,0,6,0,363,0
1,37,0,0,0,0,236,0
1,21,0,0,1,0,158,1
1,28,0,0,1,0,154,0
1,21,0,0,1,0,363,0
1,56,0,0,0,0,41,0
1,30,0,0,3,1,35,0
1,27,0,0,0,0,158,1
1,27,0,0,1,0,49,0
1,41,0,0,7,1,35,1
0,30,0,0,7,1,35,1
1,32,0,1,7,0,143,1
1,32,0,0,3,0,154,0
0,34,0,0,5,0,259,1
1,46,0,0,3,0,143,0
1,24,0,0,1,0,142,1
1,32,0,0,7,0,158,1
1,43,0,0,6,0,267,1
1,50,0,0,3,0,105,0
1,30,3,0,4,0,5,1
1,37,0,0,3,1,35,0
1,40,0,0,3,1,117,0
0,53,0,0,0,1,117,0
1,33,0,0,4,1,35,0
0,22,0,0,0,1,35,0
1,27,0,0,2,1,35,1
1,25,0,0,5,1,35,1
1,24,0,0,2,0,363,0
0,24,0,0,2,0,48,1
0,26,0,0,1,0,363,0
0,26,0,0,3,0,267,1
1,20,0,0,0,0,247,1
1,27,0,0,4,1,112,1
1,24,0,0,1,0,206,1
1,26,0,0,8,0,70,1
1,26,0,0,5,1,23,0
1,64,0,0,13,1,267,0
