entity_id,race,sex,age_cat,label_value
8447,Other,Male,25 - 45,1
8449,Caucasian,Male,25 - 45,1
8452,Caucasian,Male,25 - 45,0
8453,Hispanic,Male,Less than 25,1
8456,African-American,Male,25 - 45,0
8457,African-American,Male,25 - 45,0
8458,Caucasian,Male,Greater than 45,0
8461,Hispanic,Male,Less than 25,1
8462,Caucasian,Male,25 - 45,0
8463,African-American,Male,Less than 25,0
8465,African-American,Male,Less than 25,0
8467,African-American,Male,25 - 45,1
8468,African-American,Male,25 - 45,0
8469,African-American,Male,25 - 45,1
8471,African-American,Male,Less than 25,1
8472,African-American,Male,25 - 45,1
8473,Caucasian,Female,25 - 45,1
8475,Caucasian,Female,25 - 45,0
8477,African-American,Male,25 - 45,0
8478,Caucasian,Male,25 - 45,0
8479,African-American,Male,Greater than 45,1
8483,African-American,Female,25 - 45,0
8484,Caucasian,Male,Less than 25,1
8486,African-American,Female,Greater than 45,1
8487,Caucasian,Male,25 - 45,0
8488,African-American,Male,25 - 45,0
8492,African-American,Male,25 - 45,1
8494,Caucasian,Female,25 - 45,0
8496,Caucasian,Male,Less than 25,1
8500,African-American,Male,Less than 25,1
8501,African-American,Male,25 - 45,1
8503,African-American,Male,25 - 45,0
8504,Caucasian,Male,25 - 45,1
8505,African-American,Male,Less than 25,1
8507,Other,Female,Less than 25,0
8508,African-American,Male,25 - 45,0
8511,Caucasian,Male,Less than 25,0
8515,African-American,Female,25 - 45,0
8517,African-American,Male,Less than 25,1
8518,African-American,Male,Less than 25,1
8520,African-American,Male,25 - 45,1
8522,Hispanic,Male,25 - 45,1
8523,Hispanic,Female,Less than 25,0
8524,African-American,Male,25 - 45,0
8526,African-American,Female,25 - 45,0
8527,Caucasian,Female,Greater than 45,1
8528,African-American,Male,25 - 45,0
8530,Hispanic,Male,Greater than 45,0
8532,African-American,Male,25 - 45,0
8533,African-American,Male,25 - 45,0
8534,Caucasian,Female,25 - 45,1
8535,African-American,Male,Greater than 45,1
8539,African-American,Male,Less than 25,0
8543,African-American,Male,Less than 25,1
8544,Caucasian,Male,25 - 45,1
8546,Caucasian,Male,Less than 25,0
8551,Caucasian,Female,Greater than 45,0
8552,African-American,Male,25 - 45,1
8554,African-American,Male,25 - 45,1
8558,African-American,Male,Greater than 45,1
8560,Caucasian,Male,Greater than 45,0
8565,African-American,Male,25 - 45,1
8568,African-American,Male,Less than 25,1
8570,Caucasian,Male,Greater than 45,1
8572,African-American,Male,25 - 45,0
8574,Caucasian,Female,25 - 45,0
8575,African-American,Male,25 - 45,0
8576,African-American,Male,Less than 25,1
8577,Caucasian,Female,Greater than 45,0
8578,Caucasian,Male,Less than 25,1
8579,African-American,Male,Greater than 45,0
8583,African-American,Male,25 - 45,1
8586,African-American,Male,Greater than 45,0
8589,Caucasian,Male,25 - 45,0
8590,Hispanic,Female,25 - 45,0
8593,Other,Male,25 - 45,1
8596,African-American,Male,25 - 45,1
8598,African-American,Male,Less than 25,1
8600,Hispanic,Male,25 - 45,0
8604,African-American,Female,Less than 25,0
8605,African-American,Male,25 - 45,0
8606,African-American,Male,Less than 25,1
8608,African-American,Male,25 - 45,0
8609,African-American,Male,25 - 45,0
8610,Caucasian,Male,Greater than 45,0
8611,African-American,Male,25 - 45,1
8612,African-American,Male,Less than 25,1
8613,Caucasian,Male,25 - 45,0
8616,Caucasian,Male,25 - 45,0
8617,African-American,Male,25 - 45,0
8618,Hispanic,Female,25 - 45,0
8619,Caucasian,Male,25 - 45,0
8621,African-American,Male,25 - 45,0
8622,African-American,Male,25 - 45,1
8625,African-American,Male,Less than 25,0
8626,Caucasian,Male,25 - 45,1
8627,African-American,Male,25 - 45,0
8629,Other,Male,25 - 45,0
8630,African-American,Male,25 - 45,1
8633,Caucasian,Male,Less than 25,1
8634,African-American,Male,25 - 45,0
8635,African-American,Male,Greater than 45,0
8636,African-American,Male,25 - 45,1
8638,African-American,Male,25 - 45,1
8639,African-American,Female,Less than 25,0
8641,Caucasian,Male,Greater than 45,0
8642,Caucasian,Male,Greater than 45,0
8644,African-American,Female,25 - 45,0
8646,Caucasian,Female,Less than 25,0
8647,African-American,Female,25 - 45,0
8650,Hispanic,Male,25 - 45,0
8651,African-American,Male,25 - 45,1
8652,African-American,Male,25 - 45,0
8653,Hispanic,Male,Greater than 45,0
8655,Caucasian,Male,Greater than 45,1
8657,Caucasian,Male,25 - 45,1
8659,African-American,Male,Greater than 45,0
8661,Caucasian,Male,Greater than 45,0
8663,Other,Male,25 - 45,1
8664,Hispanic,Male,Less than 25,1
8665,African-American,Male,25 - 45,1
8667,African-American,Male,25 - 45,1
8668,Caucasian,Female,25 - 45,0
8670,Caucasian,Female,25 - 45,0
8672,African-American,Female,25 - 45,0
8673,Caucasian,Male,25 - 45,0
8674,African-American,Male,25 - 45,0
8675,Caucasian,Male,25 - 45,0
8676,African-American,Male,25 - 45,0
8679,African-American,Male,25 - 45,0
8681,African-American,Male,25 - 45,1
8682,Asian,Male,25 - 45,0
8683,Caucasian,Male,25 - 45,0
8684,African-American,Male,25 - 45,0
8685,African-American,Male,25 - 45,0
8688,Caucasian,Female,25 - 45,0
8694,Caucasian,Male,25 - 45,0
8695,Caucasian,Male,Greater than 45,0
8696,Caucasian,Male,25 - 45,0
8700,African-American,Male,25 - 45,1
8701,African-American,Male,25 - 45,1
8702,Caucasian,Male,25 - 45,1
8703,Caucasian,Female,Greater than 45,0
8705,African-American,Female,Less than 25,1
8706,Caucasian,Male,25 - 45,1
8710,African-American,Female,25 - 45,0
8711,Other,Male,Less than 25,0
8715,African-American,Female,Less than 25,1
8716,African-American,Male,25 - 45,0
8717,African-American,Female,25 - 45,0
8719,Caucasian,Male,Greater than 45,1
8723,Hispanic,Male,25 - 45,0
8724,African-American,Male,25 - 45,1
8726,Hispanic,Female,25 - 45,0
8728,Caucasian,Female,Less than 25,0
8729,Caucasian,Male,25 - 45,0
8731,Caucasian,Male,25 - 45,1
8732,African-American,Male,25 - 45,0
8735,African-American,Male,25 - 45,0
8737,African-American,Female,25 - 45,0
8741,Caucasian,Female,25 - 45,1
8742,Caucasian,Female,25 - 45,1
8743,African-American,Male,25 - 45,1
8745,Caucasian,Female,25 - 45,0
8746,Caucasian,Male,25 - 45,0
8747,Caucasian,Male,25 - 45,1
8748,Caucasian,Male,Greater than 45,1
8749,Other,Male,Greater than 45,1
8752,Caucasian,Male,25 - 45,0
8754,Caucasian,Male,25 - 45,0
8755,Hispanic,Male,25 - 45,1
8756,African-American,Male,Less than 25,1
8757,Caucasian,Male,Less than 25,0
8758,Caucasian,Male,Greater than 45,1
8759,African-American,Female,25 - 45,0
8760,African-American,Female,25 - 45,1
8761,Caucasian,Male,25 - 45,1
8762,Caucasian,Male,25 - 45,0
8764,African-American,Male,25 - 45,0
8765,African-American,Male,25 - 45,1
8768,African-American,Male,Less than 25,0
8770,Asian,Male,25 - 45,0
8771,Hispanic,Male,Greater than 45,0
8773,African-American,Male,25 - 45,1
8774,Caucasian,Male,25 - 45,0
8775,African-American,Male,25 - 45,0
8776,Caucasian,Male,25 - 45,1
8777,Caucasian,Male,Less than 25,0
8778,Caucasian,Female,Greater than 45,0
8781,Caucasian,Male,25 - 45,1
8785,Hispanic,Female,25 - 45,0
8786,African-American,Male,25 - 45,0
8787,Caucasian,Female,25 - 45,1
8789,Caucasian,Male,Less than 25,0
8790,Asian,Male,Greater than 45,0
8791,Caucasian,Female,25 - 45,0
8792,Caucasian,Female,25 - 45,1
8794,Caucasian,Female,25 - 45,0
8797,African-American,Male,25 - 45,0
8798,Hispanic,Male,25 - 45,0
8799,African-American,Male,Less than 25,1
8800,Caucasian,Female,25 - 45,1
8802,African-American,Female,25 - 45,0
8805,African-American,Female,Greater than 45,0
8807,Hispanic,Male,Less than 25,0
8809,Hispanic,Female,Less than 25,0
8812,Hispanic,Male,25 - 45,0
8813,African-American,Male,25 - 45,1
8814,African-American,Female,25 - 45,0
8816,Caucasian,Male,25 - 45,0
8818,African-American,Male,25 - 45,0
8819,Other,Female,25 - 45,0
8820,African-American,Male,Less than 25,1
8821,African-American,Male,Less than 25,1
8823,Hispanic,Male,25 - 45,1
8827,Hispanic,Male,25 - 45,0
8828,Caucasian,Male,Greater than 45,0
8830,African-American,Male,Less than 25,1
8831,Hispanic,Male,Greater than 45,0
8832,African-American,Male,Less than 25,1
8835,African-American,Male,25 - 45,0
8838,Caucasian,Female,25 - 45,0
8841,African-American,Male,25 - 45,1
8842,Caucasian,Male,Greater than 45,0
8843,African-American,Male,25 - 45,1
8844,Hispanic,Male,25 - 45,1
8845,Other,Male,Less than 25,0
8846,Other,Male,Greater than 45,1
8847,African-American,Female,25 - 45,1
8854,African-American,Male,25 - 45,0
8855,Caucasian,Male,Greater than 45,1
8856,Other,Male,25 - 45,0
8857,Caucasian,Male,25 - 45,0
8858,African-American,Male,Less than 25,0
8859,African-American,Female,25 - 45,1
8861,African-American,Male,25 - 45,0
8863,Hispanic,Male,25 - 45,1
8864,Hispanic,Female,25 - 45,0
8865,Caucasian,Female,Greater than 45,0
8866,Hispanic,Female,25 - 45,0
8867,Caucasian,Male,Less than 25,0
8869,African-American,Male,Greater than 45,0
8871,African-American,Male,Less than 25,1
8873,African-American,Male,25 - 45,1
8876,African-American,Male,25 - 45,0
8877,Caucasian,Female,Greater than 45,0
8879,African-American,Male,Less than 25,0
8881,African-American,Male,25 - 45,1
8882,African-American,Male,Less than 25,1
8884,Caucasian,Male,25 - 45,0
8885,African-American,Male,Less than 25,1
8887,Other,Female,25 - 45,1
8889,Caucasian,Male,25 - 45,0
8890,African-American,Male,25 - 45,0
8893,African-American,Male,25 - 45,0
8897,African-American,Male,25 - 45,0
8899,African-American,Female,25 - 45,1
8902,Other,Male,Less than 25,0
8905,Caucasian,Male,Greater than 45,0
8906,Caucasian,Male,Less than 25,1
8908,African-American,Male,25 - 45,0
8909,Caucasian,Male,Greater than 45,0
8910,African-American,Male,25 - 45,1
8914,African-American,Male,Less than 25,1
8918,Caucasian,Female,25 - 45,1
8920,African-American,Female,25 - 45,1
8921,Caucasian,Male,25 - 45,1
8922,Caucasian,Male,Greater than 45,0
8924,African-American,Male,25 - 45,1
8925,African-American,Male,25 - 45,0
8926,African-American,Male,Less than 25,1
8929,Hispanic,Male,25 - 45,1
8933,Caucasian,Male,25 - 45,1
8936,African-American,Male,25 - 45,0
8938,African-American,Female,Greater than 45,0
8939,African-American,Female,25 - 45,0
8940,Other,Male,Greater than 45,0
8941,Caucasian,Male,Less than 25,1
8942,Caucasian,Male,Less than 25,1
8944,African-American,Male,25 - 45,0
8945,African-American,Male,Less than 25,0
8948,Other,Male,25 - 45,0
8949,African-American,Female,25 - 45,0
8954,Caucasian,Male,Greater than 45,0
8959,Other,Male,25 - 45,1
8960,African-American,Male,25 - 45,1
8961,Native American,Male,Less than 25,1
8962,Caucasian,Male,25 - 45,0
8964,African-American,Male,25 - 45,1
8967,Hispanic,Male,Greater than 45,0
8969,African-American,Male,Less than 25,1
8970,Caucasian,Male,Greater than 45,1
8971,African-American,Male,25 - 45,0
8972,African-American,Female,25 - 45,1
8974,African-American,Male,Less than 25,0
8976,Caucasian,Female,25 - 45,0
8983,Caucasian,Female,Greater than 45,0
8984,Hispanic,Male,25 - 45,0
8988,African-American,Male,Less than 25,0
8989,African-American,Male,Less than 25,1
8992,Caucasian,Male,25 - 45,1
8995,Caucasian,Male,Greater than 45,0
8996,African-American,Male,Less than 25,0
8997,African-American,Male,Greater than 45,0
8998,Caucasian,Female,25 - 45,1
8999,African-American,Male,Less than 25,1
9004,African-American,Male,Less than 25,0
9005,Caucasian,Female,25 - 45,0
9008,Other,Male,Greater than 45,0
9010,African-American,Male,25 - 45,0
9012,Caucasian,Male,Greater than 45,0
9013,Caucasian,Male,Greater than 45,0
9017,Hispanic,Male,Less than 25,1
9018,African-American,Male,25 - 45,0
9020,Caucasian,Male,25 - 45,1
9022,African-American,Male,25 - 45,1
9023,Caucasian,Male,Greater than 45,0
9028,African-American,Male,25 - 45,0
9030,Hispanic,Male,Less than 25,0
9031,African-American,Male,25 - 45,1
9032,African-American,Male,25 - 45,0
9033,Other,Male,Less than 25,0
9034,African-American,Male,25 - 45,1
9038,African-American,Female,25 - 45,0
9039,African-American,Male,Less than 25,0
9040,African-American,Male,25 - 45,0
9041,Caucasian,Male,25 - 45,0
9042,Caucasian,Male,Greater than 45,0
9043,Caucasian,Male,25 - 45,1
9044,African-American,Male,Less than 25,1
9045,Caucasian,Male,Greater than 45,0
9046,Caucasian,Male,25 - 45,0
9047,Hispanic,Female,25 - 45,0
9049,African-American,Male,25 - 45,0
9054,African-American,Male,25 - 45,1
9055,Hispanic,Female,Less than 25,1
9056,African-American,Male,Greater than 45,1
9058,Caucasian,Male,Less than 25,1
9060,Caucasian,Male,25 - 45,0
9061,African-American,Male,Less than 25,1
9062,Caucasian,Female,25 - 45,0
9064,African-American,Male,25 - 45,1
9070,Caucasian,Male,Greater than 45,0
9072,African-American,Male,25 - 45,1
9074,African-American,Male,25 - 45,0
9075,Hispanic,Female,25 - 45,0
9076,African-American,Female,25 - 45,1
9077,Caucasian,Male,Less than 25,0
9079,Hispanic,Male,Less than 25,1
9080,Caucasian,Male,25 - 45,1
9081,Other,Male,Less than 25,0
9085,Caucasian,Male,25 - 45,0
9086,African-American,Male,25 - 45,1
9087,Caucasian,Male,Greater than 45,1
9089,Caucasian,Male,25 - 45,0
9091,Other,Male,25 - 45,1
9092,Caucasian,Male,Greater than 45,1
9093,African-American,Male,Less than 25,0
9094,African-American,Male,Less than 25,1
9096,African-American,Male,25 - 45,0
9097,African-American,Male,Less than 25,1
9102,African-American,Male,Less than 25,1
9106,Caucasian,Female,25 - 45,1
9110,African-American,Male,Greater than 45,1
9112,Caucasian,Male,25 - 45,1
9115,Caucasian,Male,Greater than 45,1
9116,Hispanic,Male,Greater than 45,0
9119,African-American,Male,25 - 45,1
9120,African-American,Male,Less than 25,0
9125,Caucasian,Male,Greater than 45,1
9126,African-American,Male,25 - 45,0
9127,Other,Male,25 - 45,0
9129,African-American,Male,25 - 45,0
9131,Other,Male,Less than 25,0
9133,Caucasian,Female,25 - 45,0
9136,African-American,Male,25 - 45,0
9143,Caucasian,Male,Less than 25,0
9144,African-American,Male,25 - 45,1
9145,African-American,Male,Less than 25,1
9146,African-American,Female,Less than 25,0
9147,Other,Male,25 - 45,1
9148,Caucasian,Male,25 - 45,0
9150,Caucasian,Male,Less than 25,1
9155,Caucasian,Male,Less than 25,1
9156,Caucasian,Male,Less than 25,1
9157,African-American,Male,25 - 45,1
9158,Other,Female,25 - 45,1
9159,Caucasian,Male,Greater than 45,1
9160,African-American,Male,25 - 45,0
9163,African-American,Male,25 - 45,1
9165,African-American,Male,25 - 45,0
9166,African-American,Male,Less than 25,0
9167,African-American,Male,25 - 45,0
9169,Other,Male,25 - 45,1
9170,Caucasian,Male,Greater than 45,0
9171,Hispanic,Male,25 - 45,1
9172,African-American,Male,Less than 25,0
9173,Caucasian,Male,Less than 25,0
9174,Caucasian,Female,Less than 25,1
9175,Hispanic,Male,25 - 45,1
9176,Caucasian,Male,25 - 45,1
9178,African-American,Female,25 - 45,1
9180,African-American,Male,Less than 25,0
9181,Hispanic,Female,Greater than 45,1
9182,African-American,Female,25 - 45,1
9183,Caucasian,Female,25 - 45,0
9185,African-American,Male,Greater than 45,1
9186,African-American,Male,25 - 45,0
9187,Hispanic,Male,Less than 25,1
9189,Caucasian,Male,Greater than 45,0
9191,African-American,Male,Greater than 45,1
9192,African-American,Female,25 - 45,0
9196,Caucasian,Male,25 - 45,1
9197,Other,Male,25 - 45,1
9201,African-American,Male,Less than 25,1
9207,African-American,Male,25 - 45,0
9208,African-American,Male,25 - 45,1
9209,African-American,Male,25 - 45,1
9210,Hispanic,Male,Less than 25,1
9212,Caucasian,Male,Greater than 45,0
9214,African-American,Male,Less than 25,0
9215,Caucasian,Male,Less than 25,0
9216,Caucasian,Male,Greater than 45,0
9219,African-American,Male,25 - 45,0
9220,Caucasian,Male,25 - 45,0
9221,Caucasian,Male,Less than 25,1
9224,Caucasian,Male,25 - 45,0
9225,African-American,Male,25 - 45,1
9226,Caucasian,Male,25 - 45,1
9227,Caucasian,Male,25 - 45,0
9229,African-American,Male,Less than 25,0
9230,Caucasian,Female,Less than 25,0
9231,Caucasian,Male,25 - 45,0
9232,Caucasian,Male,25 - 45,1
9235,Caucasian,Male,Greater than 45,0
9238,African-American,Female,25 - 45,0
9239,African-American,Male,Less than 25,1
9240,African-American,Male,25 - 45,1
9241,Caucasian,Male,25 - 45,0
9242,Caucasian,Male,25 - 45,0
9243,Caucasian,Male,25 - 45,0
9244,African-American,Male,Less than 25,1
9245,African-American,Male,25 - 45,0
9246,Caucasian,Female,Greater than 45,0
9247,African-American,Male,25 - 45,1
9248,African-American,Male,Greater than 45,0
9249,Other,Male,25 - 45,0
9253,Caucasian,Male,25 - 45,0
9254,African-American,Male,25 - 45,0
9255,Caucasian,Male,25 - 45,1
9256,Caucasian,Male,25 - 45,1
9257,African-American,Male,25 - 45,0
9258,Caucasian,Male,Greater than 45,0
9259,Caucasian,Male,25 - 45,1
9260,Caucasian,Female,Greater than 45,0
9261,African-American,Male,25 - 45,1
9262,African-American,Male,25 - 45,0
9264,Hispanic,Male,Greater than 45,0
9266,African-American,Female,25 - 45,0
9267,Caucasian,Female,25 - 45,0
9268,Caucasian,Male,25 - 45,1
9269,African-American,Female,25 - 45,0
9270,African-American,Male,25 - 45,0
9273,Caucasian,Male,Less than 25,1
9275,African-American,Male,25 - 45,0
9276,Caucasian,Male,Greater than 45,0
9277,African-American,Female,25 - 45,0
9279,Caucasian,Female,25 - 45,0
9280,Caucasian,Female,25 - 45,0
9282,African-American,Female,Less than 25,0
9283,Caucasian,Male,25 - 45,1
9284,Caucasian,Male,25 - 45,0
9285,African-American,Male,Greater than 45,0
9287,African-American,Male,Less than 25,1
9292,African-American,Male,25 - 45,0
9293,African-American,Male,25 - 45,1
9295,Hispanic,Male,25 - 45,0
9296,African-American,Female,25 - 45,1
9297,African-American,Male,Greater than 45,0
9298,Hispanic,Male,25 - 45,0
9299,Other,Male,25 - 45,1
9303,African-American,Male,25 - 45,0
9306,African-American,Male,Less than 25,1
9307,African-American,Male,Greater than 45,1
9308,Caucasian,Female,Greater than 45,1
9309,Other,Male,Greater than 45,0
9318,African-American,Male,25 - 45,1
9320,African-American,Male,Greater than 45,0
9322,African-American,Male,Less than 25,1
9323,Caucasian,Male,Less than 25,1
9324,Caucasian,Female,25 - 45,1
9325,Hispanic,Male,Greater than 45,1
9326,Caucasian,Male,25 - 45,1
9327,African-American,Male,Less than 25,1
9328,Hispanic,Female,25 - 45,0
9332,African-American,Male,Less than 25,0
9335,African-American,Male,Greater than 45,1
9336,African-American,Male,25 - 45,0
9337,Caucasian,Male,25 - 45,0
9338,African-American,Female,25 - 45,1
9339,Caucasian,Male,25 - 45,1
9343,African-American,Male,25 - 45,0
9344,African-American,Male,Greater than 45,1
9346,African-American,Female,25 - 45,0
9348,Caucasian,Male,Less than 25,0
9350,Caucasian,Male,25 - 45,0
9351,African-American,Male,Greater than 45,0
9352,Caucasian,Male,Less than 25,0
9353,Caucasian,Male,25 - 45,1
9354,Caucasian,Male,Less than 25,0
9357,African-American,Male,25 - 45,0
9358,African-American,Male,25 - 45,1
9364,African-American,Male,Greater than 45,0
9365,Native American,Male,Greater than 45,1
9366,Other,Female,Greater than 45,0
9369,African-American,Male,25 - 45,0
9370,African-American,Male,Greater than 45,1
9372,African-American,Male,Less than 25,0
9375,African-American,Female,25 - 45,1
9376,Other,Male,25 - 45,0
9377,Hispanic,Male,Greater than 45,0
9378,Caucasian,Female,25 - 45,1
9380,Caucasian,Male,25 - 45,0
9381,Caucasian,Male,25 - 45,0
9385,Other,Male,Greater than 45,1
9386,African-American,Male,25 - 45,1
9387,Caucasian,Male,25 - 45,0
9388,Caucasian,Male,Greater than 45,0
9392,Caucasian,Male,Greater than 45,0
9393,Caucasian,Female,25 - 45,1
9394,Caucasian,Male,25 - 45,0
9397,Other,Male,25 - 45,1
9398,African-American,Male,Less than 25,1
9399,Hispanic,Male,25 - 45,1
9401,Caucasian,Male,Less than 25,0
9402,African-American,Male,25 - 45,1
9404,African-American,Male,25 - 45,1
9405,African-American,Female,25 - 45,1
9407,African-American,Male,25 - 45,0
9412,African-American,Female,25 - 45,0
9413,African-American,Male,25 - 45,1
9414,Caucasian,Male,25 - 45,1
9415,Caucasian,Male,Greater than 45,0
9416,African-American,Male,25 - 45,0
9419,African-American,Male,Greater than 45,1
9420,African-American,Male,25 - 45,0
9425,Caucasian,Female,Greater than 45,0
9428,Caucasian,Male,Greater than 45,0
9429,Hispanic,Male,Less than 25,1
9433,African-American,Female,25 - 45,0
9435,Caucasian,Male,Less than 25,0
9436,African-American,Male,25 - 45,1
9437,Hispanic,Male,Less than 25,0
9439,African-American,Male,25 - 45,1
9440,African-American,Male,Less than 25,0
9441,African-American,Male,25 - 45,1
9442,African-American,Male,25 - 45,1
9443,African-American,Male,25 - 45,1
9444,Caucasian,Female,25 - 45,0
9448,Caucasian,Male,Greater than 45,0
9450,African-American,Female,Less than 25,0
9451,African-American,Male,25 - 45,1
9452,African-American,Male,25 - 45,1
9458,African-American,Male,Less than 25,1
9459,Other,Male,Less than 25,0
9460,Hispanic,Male,25 - 45,0
9461,Hispanic,Male,25 - 45,0
9462,Caucasian,Male,Greater than 45,1
9464,Caucasian,Male,Less than 25,0
9465,African-American,Female,Greater than 45,0
9467,African-American,Male,Less than 25,1
9473,African-American,Male,25 - 45,0
9475,African-American,Male,25 - 45,0
9476,African-American,Female,25 - 45,0
9483,African-American,Male,25 - 45,1
9484,Caucasian,Female,25 - 45,0
9486,African-American,Male,Less than 25,1
9488,Caucasian,Male,Less than 25,1
9491,Caucasian,Male,Less than 25,0
9492,African-American,Male,25 - 45,0
9493,African-American,Male,25 - 45,0
9494,Caucasian,Male,25 - 45,0
9495,Hispanic,Male,Less than 25,1
9497,African-American,Male,25 - 45,0
9499,African-American,Male,25 - 45,1
9501,Hispanic,Male,Greater than 45,0
9506,African-American,Male,Less than 25,1
9509,African-American,Male,25 - 45,1
9511,Hispanic,Male,25 - 45,0
9513,African-American,Male,25 - 45,0
9515,African-American,Male,25 - 45,0
9516,African-American,Male,25 - 45,0
9517,Caucasian,Female,Greater than 45,0
9518,Caucasian,Female,25 - 45,0
9519,Caucasian,Male,25 - 45,1
9523,African-American,Male,25 - 45,1
9524,Caucasian,Male,25 - 45,0
9527,African-American,Male,25 - 45,0
9529,African-American,Male,25 - 45,1
9530,Hispanic,Male,Greater than 45,0
9531,Hispanic,Male,25 - 45,1
9532,African-American,Male,Less than 25,1
9534,African-American,Male,Greater than 45,1
9536,African-American,Female,25 - 45,1
9537,Hispanic,Male,25 - 45,0
9540,African-American,Male,25 - 45,1
9541,African-American,Male,25 - 45,1
9542,African-American,Male,Less than 25,1
9545,African-American,Male,Greater than 45,0
9547,Caucasian,Male,25 - 45,0
9548,Caucasian,Female,Greater than 45,0
9550,African-American,Male,Greater than 45,1
9552,Hispanic,Male,25 - 45,1
9553,Caucasian,Male,Greater than 45,0
9554,Caucasian,Male,25 - 45,0
9556,Hispanic,Male,25 - 45,0
9557,African-American,Female,25 - 45,0
9560,Caucasian,Female,Less than 25,1
9561,Caucasian,Male,25 - 45,1
9563,Caucasian,Male,Less than 25,0
9566,Caucasian,Male,Less than 25,1
9567,African-American,Female,25 - 45,0
9568,African-American,Male,25 - 45,1
9569,Caucasian,Male,25 - 45,0
9570,African-American,Male,Less than 25,1
9574,African-American,Male,25 - 45,0
9576,Other,Female,Greater than 45,0
9577,Other,Male,Greater than 45,0
9578,African-American,Male,25 - 45,0
9581,African-American,Female,Less than 25,0
9584,African-American,Female,Greater than 45,1
9586,African-American,Female,Less than 25,1
9588,Caucasian,Male,Greater than 45,0
9589,African-American,Male,Greater than 45,0
9591,African-American,Male,Less than 25,1
9592,Caucasian,Male,25 - 45,0
9593,Caucasian,Female,Greater than 45,0
9597,Caucasian,Male,Less than 25,0
9600,Caucasian,Male,25 - 45,1
9601,Hispanic,Female,25 - 45,1
9603,African-American,Female,25 - 45,1
9604,African-American,Male,Less than 25,1
9606,Caucasian,Female,25 - 45,1
9608,Caucasian,Female,Less than 25,0
9609,Hispanic,Female,25 - 45,1
9612,Caucasian,Male,25 - 45,1
9613,Caucasian,Male,Greater than 45,1
9617,African-American,Male,25 - 45,1
9618,Caucasian,Male,25 - 45,0
9620,Caucasian,Male,Less than 25,1
9621,Caucasian,Male,Greater than 45,0
9624,African-American,Male,25 - 45,0
9625,Other,Male,25 - 45,1
9626,African-American,Male,25 - 45,1
9628,African-American,Female,Less than 25,1
9629,African-American,Female,Less than 25,0
9630,Caucasian,Male,25 - 45,0
9631,Caucasian,Female,Less than 25,0
9632,Caucasian,Male,Greater than 45,0
9633,Hispanic,Male,25 - 45,0
9634,Hispanic,Male,Less than 25,0
9635,Caucasian,Female,25 - 45,0
9636,African-American,Male,25 - 45,1
9640,African-American,Male,25 - 45,1
9641,Caucasian,Male,Greater than 45,0
9643,Caucasian,Male,25 - 45,0
9644,African-American,Male,Less than 25,0
9646,African-American,Female,25 - 45,1
9648,Caucasian,Male,Greater than 45,0
9651,Hispanic,Male,25 - 45,0
9653,Caucasian,Male,Less than 25,0
9654,African-American,Male,Greater than 45,1
9655,Caucasian,Male,25 - 45,1
9656,African-American,Male,25 - 45,1
9658,African-American,Male,25 - 45,0
9659,African-American,Male,25 - 45,0
9662,Caucasian,Male,Greater than 45,0
9663,African-American,Female,25 - 45,0
9664,Caucasian,Female,25 - 45,1
9666,African-American,Male,Less than 25,0
9667,Caucasian,Male,Less than 25,1
9668,African-American,Female,25 - 45,0
9669,African-American,Male,25 - 45,0
9670,Caucasian,Male,Less than 25,0
9672,African-American,Male,Greater than 45,0
9674,Caucasian,Male,Less than 25,1
9676,African-American,Male,25 - 45,0
9677,African-American,Male,25 - 45,0
9681,African-American,Male,Less than 25,1
9685,African-American,Male,Less than 25,1
9686,African-American,Male,Less than 25,0
9687,African-American,Male,25 - 45,0
9690,African-American,Female,25 - 45,0
9691,African-American,Male,25 - 45,0
9693,Hispanic,Male,25 - 45,0
9695,Caucasian,Male,25 - 45,0
9698,African-American,Male,Less than 25,1
9699,Other,Male,25 - 45,0
9703,African-American,Female,25 - 45,1
9704,African-American,Male,Less than 25,0
9706,Caucasian,Female,Less than 25,0
9707,Other,Female,25 - 45,1
9708,African-American,Male,25 - 45,1
9709,African-American,Female,Less than 25,0
9710,African-American,Male,25 - 45,1
9712,African-American,Male,25 - 45,1
9713,Caucasian,Male,25 - 45,0
9714,African-American,Male,Less than 25,1
9717,Caucasian,Female,Greater than 45,0
9722,Caucasian,Male,Less than 25,1
9723,African-American,Male,Less than 25,0
9724,African-American,Female,Greater than 45,0
9725,Other,Male,Greater than 45,0
9729,African-American,Female,25 - 45,1
9730,Caucasian,Male,25 - 45,0
9731,African-American,Female,Less than 25,0
9732,African-American,Male,Less than 25,1
9733,African-American,Male,Less than 25,1
9734,Caucasian,Male,Less than 25,0
9738,African-American,Male,25 - 45,0
9739,African-American,Male,Greater than 45,1
9741,African-American,Male,Less than 25,1
9743,African-American,Male,25 - 45,0
9745,African-American,Male,Less than 25,1
9746,Hispanic,Male,Less than 25,0
9747,African-American,Male,25 - 45,1
9748,African-American,Male,25 - 45,1
9750,African-American,Male,Less than 25,0
9752,African-American,Female,Less than 25,1
9753,Other,Male,25 - 45,0
9754,African-American,Male,25 - 45,1
9755,African-American,Male,25 - 45,1
9756,African-American,Male,25 - 45,1
9758,Caucasian,Male,25 - 45,1
9759,Caucasian,Male,Greater than 45,0
9767,Caucasian,Male,25 - 45,0
